reference_image_id,testing_image_id,reference_image_label,testing_image_label
3277,8097,denseresidential,denseresidential
3389,8098,denseresidential,denseresidential
3230,8099,denseresidential,denseresidential
3209,8100,denseresidential,denseresidential
3204,8101,denseresidential,denseresidential
3277,8102,denseresidential,denseresidential
3296,8103,denseresidential,denseresidential
3357,8104,denseresidential,denseresidential
3209,8105,denseresidential,denseresidential
3247,8106,denseresidential,denseresidential
3208,8107,denseresidential,denseresidential
3340,8108,denseresidential,denseresidential
3237,8109,denseresidential,denseresidential
3332,8110,denseresidential,denseresidential
3310,8111,denseresidential,denseresidential
3284,8112,denseresidential,denseresidential
3399,8113,denseresidential,denseresidential
3307,8114,denseresidential,denseresidential
3349,8115,denseresidential,denseresidential
3375,8116,denseresidential,denseresidential
3243,8117,denseresidential,denseresidential
3501,8118,school,denseresidential
3348,8119,denseresidential,denseresidential
3217,8120,denseresidential,denseresidential
3387,8121,denseresidential,denseresidential
3362,8122,denseresidential,denseresidential
3280,8123,denseresidential,denseresidential
3308,8124,denseresidential,denseresidential
3391,8125,denseresidential,denseresidential
5214,8126,viaduct,denseresidential
5820,8127,church,denseresidential
3277,8128,denseresidential,denseresidential
3309,8129,denseresidential,denseresidential
3254,8130,denseresidential,denseresidential
3208,8131,denseresidential,denseresidential
3337,8132,denseresidential,denseresidential
3230,8133,denseresidential,denseresidential
3332,8134,denseresidential,denseresidential
3307,8135,denseresidential,denseresidential
3308,8136,denseresidential,denseresidential
3287,8137,denseresidential,denseresidential
3287,8138,denseresidential,denseresidential
3271,8139,denseresidential,denseresidential
3259,8140,denseresidential,denseresidential
3279,8141,denseresidential,denseresidential
3204,8142,denseresidential,denseresidential
3326,8143,denseresidential,denseresidential
3204,8144,denseresidential,denseresidential
1964,8145,bridge,denseresidential
3233,8146,denseresidential,denseresidential
5999,8147,church,denseresidential
3358,8148,denseresidential,denseresidential
3365,8149,denseresidential,denseresidential
3337,8150,denseresidential,denseresidential
3257,8151,denseresidential,denseresidential
3307,8152,denseresidential,denseresidential
3255,8153,denseresidential,denseresidential
3317,8154,denseresidential,denseresidential
3253,8155,denseresidential,denseresidential
3340,8156,denseresidential,denseresidential
5450,8157,airport,denseresidential
3262,8158,denseresidential,denseresidential
3348,8159,denseresidential,denseresidential
3324,8160,denseresidential,denseresidential
3255,8161,denseresidential,denseresidential
3306,8162,denseresidential,denseresidential
3378,8163,denseresidential,denseresidential
3334,8164,denseresidential,denseresidential
4804,8165,park,denseresidential
3292,8166,denseresidential,denseresidential
5789,8167,railwaystation,denseresidential
3217,8168,denseresidential,denseresidential
1728,8169,farmland,denseresidential
3363,8170,denseresidential,denseresidential
3453,8171,school,denseresidential
3268,8172,denseresidential,denseresidential
5712,8173,railwaystation,denseresidential
3244,8174,denseresidential,denseresidential
3208,8175,denseresidential,denseresidential
3298,8176,denseresidential,denseresidential
5919,8177,church,denseresidential
3281,8178,denseresidential,denseresidential
3218,8179,denseresidential,denseresidential
3324,8180,denseresidential,denseresidential
5735,8181,railwaystation,denseresidential
3354,8182,denseresidential,denseresidential
3379,8183,denseresidential,denseresidential
5947,8184,church,denseresidential
3386,8185,denseresidential,denseresidential
1054,8186,resort,denseresidential
3291,8187,denseresidential,denseresidential
3233,8188,denseresidential,denseresidential
3234,8189,denseresidential,denseresidential
3327,8190,denseresidential,denseresidential
237,8191,commercial,denseresidential
3344,8192,denseresidential,denseresidential
3267,8193,denseresidential,denseresidential
3398,8194,denseresidential,denseresidential
3215,8195,denseresidential,denseresidential
3368,8196,denseresidential,denseresidential
5450,8197,airport,denseresidential
3291,8198,denseresidential,denseresidential
3215,8199,denseresidential,denseresidential
3255,8200,denseresidential,denseresidential
3390,8201,denseresidential,denseresidential
3277,8202,denseresidential,denseresidential
3268,8203,denseresidential,denseresidential
3239,8204,denseresidential,denseresidential
3210,8205,denseresidential,denseresidential
3247,8206,denseresidential,denseresidential
3306,8207,denseresidential,denseresidential
318,8208,commercial,denseresidential
3353,8209,denseresidential,denseresidential
3520,8210,school,denseresidential
5258,8211,viaduct,denseresidential
3317,8212,denseresidential,denseresidential
3354,8213,denseresidential,denseresidential
3305,8214,denseresidential,denseresidential
3221,8215,denseresidential,denseresidential
3212,8216,denseresidential,denseresidential
3279,8217,denseresidential,denseresidential
3329,8218,denseresidential,denseresidential
3365,8219,denseresidential,denseresidential
3365,8220,denseresidential,denseresidential
3390,8221,denseresidential,denseresidential
3228,8222,denseresidential,denseresidential
3388,8223,denseresidential,denseresidential
3212,8224,denseresidential,denseresidential
3336,8225,denseresidential,denseresidential
3374,8226,denseresidential,denseresidential
5016,8227,industrial,denseresidential
3268,8228,denseresidential,denseresidential
5789,8229,railwaystation,denseresidential
3215,8230,denseresidential,denseresidential
3202,8231,denseresidential,denseresidential
3239,8232,denseresidential,denseresidential
5831,8233,church,denseresidential
3300,8234,denseresidential,denseresidential
5048,8235,industrial,denseresidential
3363,8236,denseresidential,denseresidential
3234,8237,denseresidential,denseresidential
3379,8238,denseresidential,denseresidential
3429,8239,school,denseresidential
3255,8240,denseresidential,denseresidential
4989,8241,park,denseresidential
147,8242,storagetanks,denseresidential
4978,8243,park,denseresidential
3355,8244,denseresidential,denseresidential
3212,8245,denseresidential,denseresidential
5757,8246,railwaystation,denseresidential
3268,8247,denseresidential,denseresidential
3376,8248,denseresidential,denseresidential
3255,8249,denseresidential,denseresidential
3338,8250,denseresidential,denseresidential
3208,8251,denseresidential,denseresidential
3340,8252,denseresidential,denseresidential
3389,8253,denseresidential,denseresidential
3205,8254,denseresidential,denseresidential
3364,8255,denseresidential,denseresidential
3379,8256,denseresidential,denseresidential
5910,8257,church,denseresidential
5981,8258,church,denseresidential
3360,8259,denseresidential,denseresidential
3305,8260,denseresidential,denseresidential
3364,8261,denseresidential,denseresidential
3363,8262,denseresidential,denseresidential
3370,8263,denseresidential,denseresidential
3361,8264,denseresidential,denseresidential
3360,8265,denseresidential,denseresidential
3280,8266,denseresidential,denseresidential
3560,8267,school,denseresidential
3390,8268,denseresidential,denseresidential
3315,8269,denseresidential,denseresidential
1055,8270,resort,denseresidential
3203,8271,denseresidential,denseresidential
3400,8272,denseresidential,denseresidential
3399,8273,denseresidential,denseresidential
3348,8274,denseresidential,denseresidential
5793,8275,railwaystation,denseresidential
3302,8276,denseresidential,denseresidential
3411,8277,school,denseresidential
3297,8278,denseresidential,denseresidential
3249,8279,denseresidential,denseresidential
5919,8280,church,denseresidential
3486,8281,school,school
1559,8282,mountain,school
3541,8283,school,school
3516,8284,school,school
3542,8285,school,school
4986,8286,park,school
3488,8287,school,school
3538,8288,school,school
3404,8289,school,school
52,8290,storagetanks,school
3440,8291,school,school
3593,8292,school,school
3551,8293,school,school
3578,8294,school,school
3405,8295,school,school
4816,8296,park,school
268,8297,commercial,school
3544,8298,school,school
3509,8299,school,school
3567,8300,school,school
3579,8301,school,school
89,8302,storagetanks,school
113,8303,storagetanks,school
3488,8304,school,school
5840,8305,church,school
4915,8306,park,school
3438,8307,school,school
3486,8308,school,school
5349,8309,viaduct,school
3472,8310,school,school
3432,8311,school,school
4962,8312,park,school
3488,8313,school,school
3585,8314,school,school
3583,8315,school,school
3453,8316,school,school
3488,8317,school,school
3438,8318,school,school
3255,8319,denseresidential,school
3571,8320,school,school
3393,8321,denseresidential,school
3600,8322,school,school
3571,8323,school,school
3507,8324,school,school
3506,8325,school,school
789,8326,square,school
3405,8327,school,school
3470,8328,school,school
3479,8329,school,school
3481,8330,school,school
3492,8331,school,school
3523,8332,school,school
3588,8333,school,school
3559,8334,school,school
3488,8335,school,school
3431,8336,school,school
3266,8337,denseresidential,school
3567,8338,school,school
3302,8339,denseresidential,school
5254,8340,viaduct,school
3458,8341,school,school
4864,8342,park,school
5212,8343,viaduct,school
1100,8344,resort,school
3588,8345,school,school
3531,8346,school,school
3486,8347,school,school
3582,8348,school,school
5787,8349,railwaystation,school
5782,8350,railwaystation,school
3559,8351,school,school
3563,8352,school,school
3457,8353,school,school
3508,8354,school,school
3484,8355,school,school
3451,8356,school,school
3448,8357,school,school
3365,8358,denseresidential,school
3412,8359,school,school
1135,8360,resort,school
3531,8361,school,school
4743,8362,mediumresidential,school
4905,8363,park,school
3562,8364,school,school
3436,8365,school,school
3471,8366,school,school
3595,8367,school,school
3542,8368,school,school
4915,8369,park,school
335,8370,commercial,school
3411,8371,school,school
1022,8372,resort,school
3221,8373,denseresidential,school
3507,8374,school,school
3475,8375,school,school
3477,8376,school,school
611,8377,square,school
3583,8378,school,school
5968,8379,church,school
279,8380,commercial,school
3384,8381,denseresidential,playground
3355,8382,denseresidential,playground
3628,8383,playground,playground
2231,8384,baseballfield,playground
2287,8385,baseballfield,playground
3627,8386,playground,playground
4943,8387,park,playground
3776,8388,playground,playground
4840,8389,park,playground
3755,8390,playground,playground
3681,8391,playground,playground
3798,8392,playground,playground
1912,8393,bridge,playground
1171,8394,resort,playground
661,8395,square,playground
5773,8396,railwaystation,playground
3294,8397,denseresidential,playground
3911,8398,stadium,playground
657,8399,square,playground
3294,8400,denseresidential,playground
3776,8401,playground,playground
4899,8402,park,playground
4033,8403,parking,playground
1644,8404,farmland,playground
3627,8405,playground,playground
3649,8406,playground,playground
4565,8407,river,playground
4648,8408,mediumresidential,playground
4661,8409,mediumresidential,playground
4518,8410,river,playground
4618,8411,mediumresidential,playground
3717,8412,playground,playground
1096,8413,resort,playground
4965,8414,park,playground
3671,8415,playground,playground
3652,8416,playground,playground
3644,8417,playground,playground
3270,8418,denseresidential,playground
786,8419,square,playground
3695,8420,playground,playground
3714,8421,playground,playground
4882,8422,park,playground
5698,8423,railwaystation,playground
2601,8424,center,playground
3681,8425,playground,playground
3280,8426,denseresidential,playground
3527,8427,school,playground
1033,8428,resort,playground
3608,8429,playground,playground
2015,8430,meadow,playground
3579,8431,school,playground
3648,8432,playground,playground
1924,8433,bridge,playground
3682,8434,playground,playground
1405,8435,mountain,playground
4951,8436,park,playground
1805,8437,bridge,playground
3302,8438,denseresidential,playground
3778,8439,playground,playground
1202,8440,sparseresidential,playground
1124,8441,resort,playground
3528,8442,school,playground
4026,8443,parking,playground
3629,8444,playground,playground
2287,8445,baseballfield,playground
2123,8446,meadow,playground
5403,8447,airport,playground
3706,8448,playground,playground
5869,8449,church,playground
5706,8450,railwaystation,playground
3758,8451,playground,playground
3584,8452,school,playground
3032,8453,beach,playground
2880,8454,port,playground
3750,8455,playground,playground
3684,8456,playground,playground
5262,8457,viaduct,playground
3294,8458,denseresidential,playground
2823,8459,port,playground
3751,8460,playground,playground
3691,8461,playground,playground
2282,8462,baseballfield,playground
2002,8463,meadow,playground
757,8464,square,playground
1978,8465,bridge,playground
2218,8466,baseballfield,playground
3617,8467,playground,playground
3666,8468,playground,playground
4455,8469,river,playground
3712,8470,playground,playground
4849,8471,park,playground
3715,8472,playground,playground
1272,8473,sparseresidential,playground
3666,8474,playground,playground
5174,8475,industrial,playground
3663,8476,playground,playground
5210,8477,viaduct,playground
673,8478,square,playground
3709,8479,playground,playground
3640,8480,playground,playground
2277,8481,baseballfield,playground
4880,8482,park,playground
3795,8483,playground,playground
5124,8484,industrial,playground
3676,8485,playground,playground
4618,8486,mediumresidential,playground
1063,8487,resort,playground
1725,8488,farmland,playground
1962,8489,bridge,playground
4840,8490,park,playground
1139,8491,resort,playground
4737,8492,mediumresidential,playground
3702,8493,playground,playground
3772,8494,playground,playground
4954,8495,park,playground
3302,8496,denseresidential,playground
3482,8497,school,playground
4906,8498,park,playground
3734,8499,playground,playground
5157,8500,industrial,playground
4895,8501,park,playground
3537,8502,school,playground
3730,8503,playground,playground
3649,8504,playground,playground
2070,8505,meadow,playground
4618,8506,mediumresidential,playground
3729,8507,playground,playground
1087,8508,resort,playground
2157,8509,meadow,playground
1547,8510,mountain,playground
3616,8511,playground,playground
4841,8512,park,playground
3509,8513,school,playground
4612,8514,mediumresidential,playground
3412,8515,school,playground
1901,8516,bridge,playground
3621,8517,playground,playground
1830,8518,bridge,playground
3302,8519,denseresidential,playground
4802,8520,park,playground
3700,8521,playground,playground
2878,8522,port,playground
3757,8523,playground,playground
3608,8524,playground,playground
2752,8525,center,playground
3272,8526,denseresidential,playground
5214,8527,viaduct,playground
4731,8528,mediumresidential,playground
1818,8529,bridge,playground
3735,8530,playground,playground
4819,8531,park,playground
1733,8532,farmland,playground
3732,8533,playground,playground
4810,8534,park,playground
3605,8535,playground,playground
3682,8536,playground,playground
3745,8537,playground,playground
3634,8538,playground,playground
3735,8539,playground,playground
4822,8540,park,playground
4710,8541,mediumresidential,playground
2288,8542,baseballfield,playground
5165,8543,industrial,playground
201,8544,commercial,playground
1059,8545,resort,playground
3987,8546,stadium,playground
1718,8547,farmland,playground
3698,8548,playground,playground
3193,8549,beach,playground
4349,8550,forest,playground
1115,8551,resort,stadium
3571,8552,school,stadium
4114,8553,parking,stadium
5008,8554,industrial,stadium
3978,8555,stadium,stadium
3533,8556,school,stadium
5352,8557,viaduct,stadium
266,8558,commercial,stadium
3871,8559,stadium,stadium
2663,8560,center,stadium
3818,8561,stadium,stadium
3977,8562,stadium,stadium
3861,8563,stadium,stadium
202,8564,commercial,stadium
5808,8565,church,stadium
2707,8566,center,stadium
3981,8567,stadium,stadium
685,8568,square,stadium
3332,8569,denseresidential,stadium
3866,8570,stadium,stadium
3884,8571,stadium,stadium
3387,8572,denseresidential,stadium
29,8573,storagetanks,stadium
3337,8574,denseresidential,stadium
3878,8575,stadium,stadium
3492,8576,school,stadium
3387,8577,denseresidential,stadium
163,8578,storagetanks,stadium
2684,8579,center,stadium
3623,8580,playground,stadium
5733,8581,railwaystation,stadium
3330,8582,denseresidential,stadium
3522,8583,school,stadium
3350,8584,denseresidential,stadium
3272,8585,denseresidential,stadium
3929,8586,stadium,stadium
3928,8587,stadium,stadium
4887,8588,park,stadium
369,8589,commercial,stadium
3977,8590,stadium,stadium
3999,8591,stadium,stadium
3561,8592,school,stadium
3801,8593,stadium,stadium
2760,8594,center,stadium
5509,8595,airport,stadium
3994,8596,stadium,stadium
3379,8597,denseresidential,stadium
660,8598,square,stadium
5265,8599,viaduct,stadium
3920,8600,stadium,stadium
288,8601,commercial,stadium
676,8602,square,stadium
728,8603,square,stadium
2684,8604,center,stadium
622,8605,square,stadium
3371,8606,denseresidential,stadium
4614,8607,mediumresidential,stadium
3916,8608,stadium,stadium
3931,8609,stadium,stadium
5778,8610,railwaystation,stadium
3977,8611,stadium,stadium
5616,8612,railwaystation,stadium
3894,8613,stadium,stadium
3861,8614,stadium,stadium
4635,8615,mediumresidential,stadium
3533,8616,school,stadium
5239,8617,viaduct,stadium
5046,8618,industrial,stadium
3801,8619,stadium,stadium
3500,8620,school,stadium
2721,8621,center,stadium
5631,8622,railwaystation,stadium
318,8623,commercial,stadium
5781,8624,railwaystation,stadium
3452,8625,school,stadium
3821,8626,stadium,stadium
3931,8627,stadium,stadium
3533,8628,school,stadium
3973,8629,stadium,stadium
5738,8630,railwaystation,stadium
3985,8631,stadium,stadium
3410,8632,school,stadium
4967,8633,park,stadium
3861,8634,stadium,stadium
3913,8635,stadium,stadium
3825,8636,stadium,stadium
81,8637,storagetanks,stadium
3441,8638,school,stadium
5214,8639,viaduct,stadium
248,8640,commercial,stadium
139,8641,storagetanks,parking
4059,8642,parking,parking
4061,8643,parking,parking
4016,8644,parking,parking
4068,8645,parking,parking
4071,8646,parking,parking
4097,8647,parking,parking
4025,8648,parking,parking
5017,8649,industrial,parking
399,8650,commercial,parking
4169,8651,parking,parking
4022,8652,parking,parking
4077,8653,parking,parking
4079,8654,parking,parking
5997,8655,church,parking
4165,8656,parking,parking
4168,8657,parking,parking
4134,8658,parking,parking
4185,8659,parking,parking
4069,8660,parking,parking
4142,8661,parking,parking
3306,8662,denseresidential,parking
4095,8663,parking,parking
4188,8664,parking,parking
4017,8665,parking,parking
4177,8666,parking,parking
4167,8667,parking,parking
4165,8668,parking,parking
1983,8669,bridge,parking
4089,8670,parking,parking
4107,8671,parking,parking
4004,8672,parking,parking
3328,8673,denseresidential,parking
5861,8674,church,parking
2663,8675,center,parking
4071,8676,parking,parking
4164,8677,parking,parking
4094,8678,parking,parking
4077,8679,parking,parking
4011,8680,parking,parking
4147,8681,parking,parking
5840,8682,church,parking
4177,8683,parking,parking
3393,8684,denseresidential,parking
4046,8685,parking,parking
21,8686,storagetanks,parking
5787,8687,railwaystation,parking
4065,8688,parking,parking
4198,8689,parking,parking
4158,8690,parking,parking
4030,8691,parking,parking
4049,8692,parking,parking
4066,8693,parking,parking
5252,8694,viaduct,parking
4002,8695,parking,parking
1710,8696,farmland,parking
4123,8697,parking,parking
4054,8698,parking,parking
4036,8699,parking,parking
4137,8700,parking,parking
4131,8701,parking,parking
2567,8702,desert,parking
4094,8703,parking,parking
5426,8704,airport,parking
3306,8705,denseresidential,parking
4155,8706,parking,parking
4039,8707,parking,parking
4122,8708,parking,parking
4085,8709,parking,parking
4001,8710,parking,parking
5154,8711,industrial,parking
4200,8712,parking,parking
4180,8713,parking,parking
4099,8714,parking,parking
4169,8715,parking,parking
4186,8716,parking,parking
4131,8717,parking,parking
4103,8718,parking,parking
4108,8719,parking,parking
4185,8720,parking,parking
4016,8721,parking,parking
4145,8722,parking,parking
4010,8723,parking,parking
4185,8724,parking,parking
4136,8725,parking,parking
4055,8726,parking,parking
4179,8727,parking,parking
4126,8728,parking,parking
4173,8729,parking,parking
4720,8730,mediumresidential,parking
5851,8731,church,parking
4069,8732,parking,parking
4080,8733,parking,parking
4124,8734,parking,parking
4152,8735,parking,parking
4123,8736,parking,parking
4190,8737,parking,parking
4025,8738,parking,parking
4145,8739,parking,parking
4048,8740,parking,parking
1056,8741,resort,parking
4026,8742,parking,parking
4140,8743,parking,parking
4118,8744,parking,parking
5144,8745,industrial,parking
3320,8746,denseresidential,parking
5014,8747,industrial,parking
3265,8748,denseresidential,parking
4041,8749,parking,parking
4181,8750,parking,parking
5165,8751,industrial,parking
5266,8752,viaduct,parking
4015,8753,parking,parking
4011,8754,parking,parking
4167,8755,parking,parking
4049,8756,parking,parking
2797,8757,center,parking
4104,8758,parking,parking
4151,8759,parking,parking
4080,8760,parking,parking
4081,8761,parking,parking
3269,8762,denseresidential,parking
4146,8763,parking,parking
4126,8764,parking,parking
4060,8765,parking,parking
4076,8766,parking,parking
4104,8767,parking,parking
4061,8768,parking,parking
5722,8769,railwaystation,parking
4142,8770,parking,parking
4189,8771,parking,parking
4145,8772,parking,parking
4094,8773,parking,parking
4011,8774,parking,parking
5240,8775,viaduct,parking
4198,8776,parking,parking
4151,8777,parking,parking
5019,8778,industrial,parking
4189,8779,parking,parking
4193,8780,parking,parking
4164,8781,parking,parking
4142,8782,parking,parking
4098,8783,parking,parking
4015,8784,parking,parking
4183,8785,parking,parking
4008,8786,parking,parking
4065,8787,parking,parking
4161,8788,parking,parking
4169,8789,parking,parking
4005,8790,parking,parking
4149,8791,parking,parking
4015,8792,parking,parking
4133,8793,parking,parking
4108,8794,parking,parking
4165,8795,parking,parking
4135,8796,parking,parking
4084,8797,parking,parking
5840,8798,church,parking
4184,8799,parking,parking
3373,8800,denseresidential,parking
4114,8801,parking,parking
4141,8802,parking,parking
5475,8803,airport,parking
4076,8804,parking,parking
4058,8805,parking,parking
4060,8806,parking,parking
4102,8807,parking,parking
4075,8808,parking,parking
5165,8809,industrial,parking
4041,8810,parking,parking
104,8811,storagetanks,parking
4150,8812,parking,parking
4071,8813,parking,parking
4058,8814,parking,parking
4022,8815,parking,parking
4163,8816,parking,parking
4057,8817,parking,parking
4195,8818,parking,parking
4070,8819,parking,parking
4186,8820,parking,parking
119,8821,storagetanks,parking
4065,8822,parking,parking
4188,8823,parking,parking
3874,8824,stadium,parking
4019,8825,parking,parking
4010,8826,parking,parking
4057,8827,parking,parking
4094,8828,parking,parking
4897,8829,park,parking
4100,8830,parking,parking
4237,8831,forest,forest
4301,8832,forest,forest
4310,8833,forest,forest
4365,8834,forest,forest
4298,8835,forest,forest
4300,8836,forest,forest
4400,8837,forest,forest
2120,8838,meadow,forest
4369,8839,forest,forest
4378,8840,forest,forest
4360,8841,forest,forest
4276,8842,forest,forest
4334,8843,forest,forest
4287,8844,forest,forest
4393,8845,forest,forest
4245,8846,forest,forest
4330,8847,forest,forest
4215,8848,forest,forest
4383,8849,forest,forest
4282,8850,forest,forest
4360,8851,forest,forest
4207,8852,forest,forest
4299,8853,forest,forest
4251,8854,forest,forest
4360,8855,forest,forest
4334,8856,forest,forest
4270,8857,forest,forest
4251,8858,forest,forest
4231,8859,forest,forest
4272,8860,forest,forest
4363,8861,forest,forest
4207,8862,forest,forest
1503,8863,mountain,forest
4316,8864,forest,forest
4227,8865,forest,forest
3144,8866,beach,forest
4204,8867,forest,forest
4982,8868,park,forest
4253,8869,forest,forest
4344,8870,forest,forest
4232,8871,forest,forest
4371,8872,forest,forest
4377,8873,forest,forest
4315,8874,forest,forest
4315,8875,forest,forest
4379,8876,forest,forest
4231,8877,forest,forest
4297,8878,forest,forest
4373,8879,forest,forest
4214,8880,forest,forest
1758,8881,farmland,river
1553,8882,mountain,river
4554,8883,river,river
4419,8884,river,river
1603,8885,farmland,river
4517,8886,river,river
4446,8887,river,river
3352,8888,denseresidential,river
4167,8889,parking,river
4517,8890,river,river
1758,8891,farmland,river
1448,8892,mountain,river
5181,8893,industrial,river
4441,8894,river,river
4491,8895,river,river
4424,8896,river,river
4948,8897,park,river
4518,8898,river,river
4512,8899,river,river
1693,8900,farmland,river
4476,8901,river,river
4299,8902,forest,river
4415,8903,river,river
17,8904,storagetanks,river
4277,8905,forest,river
4414,8906,river,river
4582,8907,river,river
5390,8908,viaduct,river
2183,8909,meadow,river
4434,8910,river,river
4467,8911,river,river
1255,8912,sparseresidential,river
1473,8913,mountain,river
4234,8914,forest,river
4508,8915,river,river
2083,8916,meadow,river
4217,8917,forest,river
1376,8918,sparseresidential,river
1710,8919,farmland,river
4410,8920,river,river
4440,8921,river,river
1323,8922,sparseresidential,river
4401,8923,river,river
4422,8924,river,river
4440,8925,river,river
4427,8926,river,river
4494,8927,river,river
4948,8928,park,river
4294,8929,forest,river
1652,8930,farmland,river
4985,8931,park,river
4312,8932,forest,river
4470,8933,river,river
2165,8934,meadow,river
4549,8935,river,river
4485,8936,river,river
4556,8937,river,river
1470,8938,mountain,river
4514,8939,river,river
4527,8940,river,river
1737,8941,farmland,river
2061,8942,meadow,river
1705,8943,farmland,river
2991,8944,port,river
4412,8945,river,river
1676,8946,farmland,river
5080,8947,industrial,river
4427,8948,river,river
3251,8949,denseresidential,river
517,8950,pond,river
1554,8951,mountain,river
1553,8952,mountain,river
4535,8953,river,river
4491,8954,river,river
4485,8955,river,river
1617,8956,farmland,river
1474,8957,mountain,river
1999,8958,bridge,river
1110,8959,resort,river
1693,8960,farmland,river
4521,8961,river,river
1646,8962,farmland,river
4545,8963,river,river
4807,8964,park,river
1472,8965,mountain,river
4534,8966,river,river
1647,8967,farmland,river
979,8968,bareland,river
1705,8969,farmland,river
4407,8970,river,river
5643,8971,railwaystation,river
1635,8972,farmland,river
4428,8973,river,river
3418,8974,school,river
4537,8975,river,river
4401,8976,river,river
1331,8977,sparseresidential,river
2031,8978,meadow,river
1323,8979,sparseresidential,river
4508,8980,river,river
4532,8981,river,river
2393,8982,baseballfield,river
1520,8983,mountain,river
4425,8984,river,river
4442,8985,river,river
4504,8986,river,river
4783,8987,mediumresidential,river
4561,8988,river,river
2068,8989,meadow,river
4548,8990,river,river
4437,8991,river,river
4591,8992,river,river
1504,8993,mountain,river
4542,8994,river,river
4543,8995,river,river
5399,8996,viaduct,river
4534,8997,river,river
4562,8998,river,river
4430,8999,river,river
4562,9000,river,river
4520,9001,river,river
1323,9002,sparseresidential,river
4268,9003,forest,river
1522,9004,mountain,river
5941,9005,church,river
2031,9006,meadow,river
4591,9007,river,river
4566,9008,river,river
4496,9009,river,river
1443,9010,mountain,river
2105,9011,meadow,river
4578,9012,river,river
1533,9013,mountain,river
4457,9014,river,river
2035,9015,meadow,river
4469,9016,river,river
4419,9017,river,river
4504,9018,river,river
1415,9019,mountain,river
4556,9020,river,river
4579,9021,river,river
4490,9022,river,river
5384,9023,viaduct,river
4520,9024,river,river
3420,9025,school,river
4523,9026,river,river
2084,9027,meadow,river
730,9028,square,river
2078,9029,meadow,river
4413,9030,river,river
4360,9031,forest,river
4573,9032,river,river
4210,9033,forest,river
4560,9034,river,river
1443,9035,mountain,river
4476,9036,river,river
4408,9037,river,river
2165,9038,meadow,river
3272,9039,denseresidential,river
4597,9040,river,river
445,9041,pond,river
5509,9042,airport,river
1474,9043,mountain,river
5545,9044,airport,river
4513,9045,river,river
4432,9046,river,river
4431,9047,river,river
2035,9048,meadow,river
2002,9049,meadow,river
4419,9050,river,river
4491,9051,river,river
4600,9052,river,river
4557,9053,river,river
4486,9054,river,river
4457,9055,river,river
4403,9056,river,river
4492,9057,river,river
4496,9058,river,river
4440,9059,river,river
4413,9060,river,river
4416,9061,river,river
4508,9062,river,river
4457,9063,river,river
5021,9064,industrial,river
4518,9065,river,river
4222,9066,forest,river
4444,9067,river,river
4566,9068,river,river
1517,9069,mountain,river
4556,9070,river,river
4401,9071,river,river
4579,9072,river,river
4597,9073,river,river
5227,9074,viaduct,river
4547,9075,river,river
4430,9076,river,river
4498,9077,river,river
4294,9078,forest,river
4405,9079,river,river
4415,9080,river,river
4535,9081,river,river
1257,9082,sparseresidential,river
1652,9083,farmland,river
4532,9084,river,river
4428,9085,river,river
1866,9086,bridge,river
3272,9087,denseresidential,river
4264,9088,forest,river
4513,9089,river,river
4869,9090,park,river
4621,9091,mediumresidential,mediumresidential
4773,9092,mediumresidential,mediumresidential
4628,9093,mediumresidential,mediumresidential
4765,9094,mediumresidential,mediumresidential
4678,9095,mediumresidential,mediumresidential
4634,9096,mediumresidential,mediumresidential
4778,9097,mediumresidential,mediumresidential
4749,9098,mediumresidential,mediumresidential
4726,9099,mediumresidential,mediumresidential
4800,9100,mediumresidential,mediumresidential
4645,9101,mediumresidential,mediumresidential
1067,9102,resort,mediumresidential
4652,9103,mediumresidential,mediumresidential
3298,9104,denseresidential,mediumresidential
4777,9105,mediumresidential,mediumresidential
4645,9106,mediumresidential,mediumresidential
4668,9107,mediumresidential,mediumresidential
4783,9108,mediumresidential,mediumresidential
4613,9109,mediumresidential,mediumresidential
4717,9110,mediumresidential,mediumresidential
4641,9111,mediumresidential,mediumresidential
4674,9112,mediumresidential,mediumresidential
4769,9113,mediumresidential,mediumresidential
4652,9114,mediumresidential,mediumresidential
4836,9115,park,mediumresidential
4678,9116,mediumresidential,mediumresidential
4704,9117,mediumresidential,mediumresidential
4689,9118,mediumresidential,mediumresidential
4718,9119,mediumresidential,mediumresidential
873,9120,bareland,mediumresidential
4625,9121,mediumresidential,mediumresidential
4779,9122,mediumresidential,mediumresidential
4778,9123,mediumresidential,mediumresidential
4651,9124,mediumresidential,mediumresidential
4683,9125,mediumresidential,mediumresidential
4718,9126,mediumresidential,mediumresidential
4762,9127,mediumresidential,mediumresidential
4621,9128,mediumresidential,mediumresidential
1114,9129,resort,mediumresidential
1081,9130,resort,mediumresidential
4693,9131,mediumresidential,mediumresidential
4668,9132,mediumresidential,mediumresidential
4621,9133,mediumresidential,mediumresidential
4726,9134,mediumresidential,mediumresidential
4610,9135,mediumresidential,mediumresidential
5623,9136,railwaystation,mediumresidential
4769,9137,mediumresidential,mediumresidential
4708,9138,mediumresidential,mediumresidential
4693,9139,mediumresidential,mediumresidential
4736,9140,mediumresidential,mediumresidential
4718,9141,mediumresidential,mediumresidential
4740,9142,mediumresidential,mediumresidential
4621,9143,mediumresidential,mediumresidential
5395,9144,viaduct,mediumresidential
4107,9145,parking,mediumresidential
4789,9146,mediumresidential,mediumresidential
